iter	Passed	Remaining
1663	24091	120687
1664	24105	120671
1665	24119	120656
1666	24134	120641
1667	24148	120624
1668	24162	120608
1669	24176	120590
1670	24189	120571
1671	24203	120552
1672	24216	120534
1673	24230	120516
1674	24244	120499
1675	24258	120480
1676	24271	120460
1677	24285	120441
1678	24299	120424
1679	24313	120407
1680	24326	120389
1681	24340	120370
1682	24354	120354
1683	24368	120336
1684	24382	120321
1685	24397	120306
1686	24410	120289
1687	24425	120273
1688	24438	120253
1689	24452	120236
1690	24465	120216
1691	24480	120202
1692	24494	120185
1693	24508	120169
1694	24522	120152
1695	24537	120139
1696	24550	120120
1697	24564	120100
1698	24577	120082
1699	24590	120061
1700	24604	120043
1701	24618	120024
1702	24632	120010
1703	24646	119992
1704	24660	119973
1705	24673	119954
1706	24688	119940
1707	24701	119922
1708	24715	119903
1709	24729	119887
1710	24743	119869
1711	24757	119852
1712	24770	119834
1713	24784	119816
1714	24798	119800
1715	24812	119784
1716	24826	119768
1717	24840	119748
1718	24854	119730
1719	24868	119714
1720	24881	119693
1721	24895	119675
1722	24909	119658
1723	24922	119640
1724	24936	119621
1725	24950	119606
1726	24965	119594
