iter	RMSE
213	0.3198060765
214	0.3183443491
215	0.3168948602
216	0.3155004129
217	0.3140651383
218	0.3126483377
219	0.3112305105
220	0.3098121175
221	0.3084635121
222	0.3071078296
223	0.3057525573
224	0.3043538624
225	0.3030407899
226	0.3017126752
227	0.3004380738
228	0.29913524
229	0.2978156383
230	0.2965353542
231	0.295282306
232	0.2939851078
233	0.2927054534
234	0.2913873113
235	0.2901189648
236	0.2888224271
237	0.2875511112
238	0.286269733
239	0.2850160955
240	0.2837552639
241	0.282515824
242	0.2812640565
243	0.2800156885
244	0.2787926848
245	0.2775617323
246	0.2763333912
247	0.2751290951
248	0.2739177786
249	0.2727003549
250	0.2714917828
251	0.2702996061
252	0.2691393157
253	0.267948524
254	0.2668042863
255	0.2656546719
256	0.2644920774
257	0.2633507763
258	0.2621758823
259	0.2610210513
260	0.25987543
261	0.2587620916
262	0.2576679016
263	0.2565237284
264	0.2554518923
265	0.2543452414
266	0.2532247058
267	0.2521208265
268	0.2510228419
269	0.2499160666
270	0.2488125601
271	0.247765412
272	0.2466916955
273	0.2456372735
274	0.2445586975
275	0.2435365193
276	0.242507836
277	0.2414744503
278	0.240443243
279	0.2394272312
280	0.2384084165
281	0.2374016104
282	0.23638667
283	0.2354154863
284	0.2344003228
285	0.2334047136
286	0.232401234
287	0.2314065263
288	0.230403002
289	0.2294113482
290	0.2284214032
291	0.2274595797
292	0.2265021984
293	0.2255309712
294	0.2245599725
295	0.2236130862
296	0.2226515471
297	0.2216805575
298	0.2207347488
299	0.2197803757
300	0.2188519129
301	0.2179097238
302	0.2170055628
303	0.2160765539
304	0.2151548292
305	0.214251099
306	0.2133580163
307	0.2124890892
308	0.2115956268
309	0.2106895275
310	0.2098380174
311	0.2089345518
312	0.2080340219
313	0.2072004379
314	0.2063157214
315	0.205492884
316	0.204608343
317	0.2037831555
318	0.2029396012
319	0.202089809
320	0.2012499203
321	0.2004329806
322	0.1995799919
323	0.1987425916
324	0.1979315433
325	0.1970922496
326	0.1962704438
327	0.1954558945
328	0.1946548602
329	0.1938529383
330	0.1930398899
331	0.1923037775
332	0.1915066651
333	0.1907309904
334	0.1899970659
335	0.1891967101
336	0.1884145037
337	0.1876188919
338	0.1868618007
339	0.1861119711
340	0.1853384214
341	0.1846012037
342	0.1838919775
343	0.1831514075
344	0.1824152483
345	0.181673346
346	0.1809257534
347	0.1801807285
348	0.1794358636
349	0.1787026828
350	0.1780086469
351	0.1772827752
352	0.1765882363
353	0.1758789606
354	0.1751729372
355	0.1745229823
356	0.1738196734
357	0.1731372812
358	0.1724806356
359	0.1717876751
360	0.1710896662
361	0.1704119203
362	0.1697322331
363	0.1690557249
364	0.1683827678
365	0.1677024486
366	0.167016484
367	0.1663644981
368	0.1657128126
369	0.1650683157
370	0.1644209298
371	0.1637697899
372	0.1631407647
373	0.1624992305
374	0.1618659119
375	0.1612404827
376	0.1606170503
377	0.1600333235
378	0.1594199689
379	0.1588072355
380	0.1581727492
381	0.1575385611
382	0.1569287422
383	0.1563198568
384	0.1557042115
385	0.1551103505
386	0.154498628
387	0.1539077241
388	0.1533241109
389	0.1527346619
390	0.152148651
391	0.1515436546
392	0.1509725161
393	0.1504028289
394	0.1498457033
395	0.1492750206
396	0.1487203888
397	0.1481743609
398	0.1476526514
399	0.1471121612
400	0.1465592911
401	0.1460005858
402	0.1454649381
403	0.1449145519
404	0.1443846296
405	0.143851397
406	0.1433042509
407	0.1427657057
408	0.1422343498
409	0.1417158807
410	0.1412107973
411	0.1407090278
412	0.1401958973
413	0.1396708583
414	0.1391396742
415	0.1386339665
416	0.1381365789
417	0.1376266623
418	0.137145059
419	0.1366511476
420	0.1361417495
421	0.1356406273
422	0.1351596693
423	0.134671228
424	0.1342011753
425	0.1337059678
426	0.1332292053
427	0.1327808355
428	0.1322963692
429	0.1318454261
430	0.1313768667
431	0.1309122679
432	0.1304619187
433	0.1299935811
434	0.1295350322
435	0.1290887387
436	0.1286545377
437	0.1281918474
438	0.1277416908
439	0.1273081007
440	0.1268680684
441	0.1264386714
442	0.1260029186
443	0.1255504997
444	0.1251076823
445	0.124667071
446	0.1242377802
447	0.1237940865
448	0.1233755901
449	0.1229734569
450	0.1225365578
451	0.1221299754
452	0.1217238898
453	0.1213002808
454	0.120879716
455	0.1204596529
456	0.1200538397
457	0.1196643688
458	0.119270883
459	0.1188820516
460	0.1184764576
461	0.1180814254
462	0.1176813296
463	0.1172808471
464	0.116893832
465	0.1165010768
466	0.1161147148
467	0.115731276
468	0.115359202
469	0.1149799529
470	0.114595958
471	0.1142199748
472	0.1138621481
473	0.1135009627
474	0.1131327593
475	0.1127762207
476	0.1124284505
477	0.1120837521
478	0.1117189923
479	0.1113593667
480	0.1109904686
481	0.110647819
482	0.110305019
483	0.1099520979
484	0.109616768
485	0.1092783704
486	0.1089433938
487	0.1086010662
488	0.108269016
489	0.1079261854
490	0.1075797576
491	0.107247782
492	0.1069161815
493	0.1065910207
494	0.1062661447
495	0.1059317651
496	0.1055982409
497	0.1052675723
498	0.1049569561
499	0.1046574227
500	0.1043482305
501	0.1040449042
502	0.1037375245
503	0.1034286848
504	0.1031362106
505	0.1028372442
506	0.102535262
507	0.1022435891
508	0.1019409724
509	0.1016466132
510	0.1013464167
511	0.1010558385
512	0.1007574846
513	0.1004842804
514	0.1001949403
515	0.09991333025
516	0.09963277146
517	0.09935582981
518	0.09906444971
519	0.09878742157
520	0.0985043939
521	0.09821948734
522	0.0979621847
523	0.09768188535
524	0.09741025286
525	0.09713656214
526	0.09686745618
527	0.09660089666
528	0.09634484321
529	0.09608013926
530	0.09581021682
531	0.09555605536
532	0.09529613124
533	0.09504759325
534	0.09479622895
535	0.0945381174
536	0.09428591695
537	0.09404413717
538	0.09379030901
539	0.09353604436
540	0.0933021113
541	0.09306066404
542	0.09280557202
543	0.09257891156
544	0.09234051787
545	0.09208863056
546	0.09186225707
547	0.09162051593
548	0.09138817041
549	0.09115566556
550	0.09092573191
551	0.09069179605
552	0.09045264184
553	0.09022477196
554	0.0899885184
555	0.08975318222
556	0.08952149681
557	0.08930033932
558	0.08907973751
559	0.08886711357
560	0.08864560857
561	0.08842339452
562	0.0882079343
563	0.0879943098
564	0.08777824672
565	0.0875845625
566	0.0873703138
567	0.08715993029
568	0.0869435285
569	0.08672282704
570	0.08651120026
571	0.086324833
572	0.0861237687
573	0.08591565735
574	0.08571663444
575	0.08549970403
576	0.08531015591
577	0.08511932878
578	0.08493700047
579	0.08473395343
580	0.08454253281
581	0.08434971014
582	0.08413969954
583	0.08393135454
584	0.08373429699
585	0.08353941475
586	0.08333209696
587	0.08314652326
588	0.08296387612
589	0.08277486637
590	0.08260167938
591	0.08240703813
592	0.08223029933
593	0.08204244023
594	0.08185941228
595	0.08168125585
596	0.08150561407
597	0.08133067837
598	0.08114824159
599	0.08097301339
600	0.08078686094
601	0.08060907809
602	0.08045734032
603	0.08028640171
604	0.08009861726
605	0.07992735002
606	0.07976057907
607	0.07960175849
608	0.07943643877
609	0.07927058445
610	0.0791122894
611	0.07895333321
612	0.07878058033
613	0.07860548616
614	0.07844138872
615	0.07827750759
616	0.07813962298
617	0.0779832274
618	0.07784209844
619	0.07769670063
620	0.07754752682
621	0.07740127129
622	0.07724768523
623	0.07708640333
624	0.07693568913
625	0.0767844544
626	0.07663661877
627	0.07648324455
628	0.07633589355
629	0.07619214516
630	0.07605872442
631	0.07590675429
632	0.0757639773
633	0.07562318599
634	0.07547234235
635	0.07532556566
636	0.07519522644
637	0.07505863143
638	0.0749085949
639	0.07477240885
640	0.07464300005
641	0.07450179438
642	0.07437141461
643	0.07425345321
644	0.0741151914
645	0.07397825856
646	0.07384252403
647	0.0737268958
648	0.0736025533
649	0.07346803524
650	0.07333794187
651	0.07321727937
652	0.07307996042
653	0.07296279819
654	0.07284141579
655	0.0727160305
656	0.07259523408
657	0.07246200574
658	0.07233087575
659	0.07222053728
660	0.07210664499
661	0.07199428542
662	0.07188377727
663	0.07175422966
664	0.07162983303
665	0.07152282711
666	0.07139657051
667	0.07127070792
668	0.0711548792
669	0.07105306587
670	0.07093806967
671	0.07081812024
672	0.07070653947
673	0.07059821502
674	0.07047696287
675	0.07037802378
676	0.07026550316
677	0.07016374215
678	0.07005340868
679	0.0699364489
680	0.06981570661
681	0.06970604281
682	0.06959676539
683	0.06948600512
684	0.06938911149
685	0.06929060307
686	0.06919728916
687	0.06909100929
688	0.06897579059
689	0.06887460199
690	0.06877188223
691	0.06867917023
692	0.06859158718
693	0.06848378993
694	0.06838829606
695	0.06829883652
696	0.06820445597
697	0.06812162532
698	0.06802049063
699	0.06792353159
700	0.06782799615
701	0.06774340931
702	0.06763923944
703	0.06753672111
704	0.06745122953
705	0.06735114532
706	0.06726654076
707	0.06717378861
708	0.06708708556
709	0.06700031189
710	0.06691706537
711	0.06682206359
712	0.06673074279
713	0.06663253534
714	0.06655206147
715	0.06646461765
716	0.06637378696
717	0.0662886965
718	0.06621364939
719	0.06612769416
720	0.06603617042
721	0.06595636536
722	0.06588406323
723	0.06579552573
724	0.06571806902
725	0.06563996264
726	0.06556813591
727	0.06549770406
728	0.06542227239
729	0.06534319347
730	0.06526145593
731	0.06518578966
732	0.06510758362
733	0.06502717921
734	0.06495642546
735	0.06487650812
736	0.06480284539
737	0.06471714272
738	0.06462907026
739	0.06456134833
740	0.06448787092
741	0.06441093639
742	0.06433599903
743	0.06426527819
744	0.06419795515
745	0.06412829669
746	0.06405973847
747	0.06399394611
748	0.06391959993
749	0.06384947206
750	0.06377821602
751	0.06370691672
752	0.06363342067
753	0.06356780452
754	0.06349956226
755	0.06343756322
756	0.0633545959
757	0.06327915757
758	0.06321768567
759	0.06314050497
760	0.06308115481
761	0.06302000757
762	0.06295063369
763	0.06289143626
764	0.0628231697
765	0.06277240417
766	0.06270436464
767	0.06264383889
768	0.0625742851
769	0.0625133939
770	0.06244548584
771	0.06238336666
772	0.06232394375
773	0.06225990478
774	0.06219877833
775	0.06214083771
776	0.06207574841
777	0.06201012459
778	0.06194316296
779	0.06188716976
780	0.06182381364
781	0.0617596739
782	0.06169853292
783	0.06164315695
784	0.06158076567
785	0.0615268236
786	0.06146548449
787	0.06141591572
788	0.06136340242
789	0.06130938089
790	0.06125313947
791	0.06120066421
792	0.06114087273
793	0.06108543762
794	0.06103736193
795	0.06098682697
796	0.06092858059
797	0.06087940354
798	0.06082312635
799	0.0607725508
800	0.06072409574
801	0.06067220826
802	0.06062451748
803	0.06057869277
804	0.06051291718
805	0.06045080874
806	0.06039824157
807	0.06034827054
808	0.0602955906
809	0.06024427561
810	0.06020056285
811	0.0601494991
812	0.06010667226
813	0.06005313365
814	0.06000354002
815	0.05995124246
816	0.05990985815
817	0.05986052611
818	0.0598119011
819	0.05976438921
820	0.05971565957
821	0.05966853048
822	0.05962332361
823	0.0595717795
824	0.0595242646
825	0.05948375226
826	0.05944264403
827	0.05940068647
828	0.05934987198
829	0.05930099073
830	0.05925789827
831	0.05920785414
832	0.05915337042
833	0.05910443897
834	0.05906579434
835	0.05901892451
836	0.0589728499
837	0.05892182674
838	0.0588730563
839	0.05883009715
840	0.05877956238
841	0.05873970868
842	0.05870032251
843	0.05865306997
844	0.0586105525
845	0.05856426616
846	0.05851594097
847	0.05846731839
848	0.05842705401
849	0.05838540976
850	0.05835047027
851	0.05829712301
852	0.0582541016
853	0.05820884386
854	0.05816965179
855	0.05812425097
856	0.05808381319
857	0.05804618139
858	0.05800900446
859	0.05796224179
860	0.05792273113
861	0.057890518
862	0.05785412002
863	0.05780975772
864	0.05776058377
865	0.05771935898
866	0.0576759313
867	0.05763142404
868	0.05759046199
869	0.05755047893
870	0.05750945715
871	0.05746854863
872	0.05742746642
873	0.05739093703
874	0.05735996853
875	0.05732018388
876	0.05728202125
877	0.05725181144
878	0.05720997312
879	0.05717120667
880	0.05714281944
881	0.05710643698
882	0.05706866998
883	0.05703333875
884	0.05699072191
885	0.05695635683
886	0.05692553796
887	0.05688436046
888	0.05685190023
889	0.05681362035
890	0.05677634829
891	0.05673671984
892	0.05670054046
893	0.05666573047
894	0.05662497575
895	0.05659584796
896	0.05655898832
897	0.0565221721
898	0.05649188113
899	0.0564584715
900	0.05642567922
901	0.05638770744
902	0.05635519518
903	0.05631219088
904	0.05628153204
905	0.05625444696
906	0.0562188512
907	0.05618535529
908	0.05615942025
909	0.05612848455
910	0.05609641688
911	0.05606303853
912	0.05603155554
913	0.05600133734
914	0.05596881659
915	0.05593512555
916	0.05589314113
917	0.05586115213
918	0.05582746621
919	0.05579788573
920	0.05576939781
921	0.05574012689
922	0.05570370736
923	0.05566096453
924	0.05562273674
925	0.05559592729
926	0.05556234709
927	0.05553705866
928	0.05550355282
929	0.05547982539
930	0.05545153715
931	0.05542373478
932	0.05539645968
933	0.05536958093
934	0.05533990807
935	0.05530933693
936	0.0552790049
937	0.05524622964
938	0.05521086706
939	0.05518108108
940	0.05515423608
941	0.05512531641
942	0.05509283742
943	0.05506328916
944	0.05503497141
945	0.05500504308
946	0.05497738987
947	0.05495090236
948	0.05492124963
949	0.05489097898
950	0.05486665372
951	0.05484134828
952	0.05481830139
953	0.05479049942
954	0.0547602567
955	0.05472988258
956	0.05470051902
957	0.0546764529
958	0.05464777997
959	0.05462049442
960	0.05459280906
961	0.05455474458
962	0.05453137942
963	0.05450823489
964	0.0544835557
965	0.05445482629
966	0.05442780206
967	0.05439849184
968	0.05437412438
969	0.05434833038
970	0.05432266459
971	0.05429879711
972	0.05427568342
973	0.05425237948
974	0.05422458818
975	0.05419364155
976	0.05416498124
977	0.05412934656
978	0.05410349878
979	0.05408535093
980	0.05405816348
981	0.0540345249
982	0.05400984217
983	0.05398335669
984	0.05396357174
985	0.05394475863
986	0.05392344082
987	0.05389711092
988	0.05387292609
989	0.05385258104
990	0.05382900796
991	0.05380487531
992	0.05377478981
993	0.05375179822
994	0.05372973483
995	0.05371307184
996	0.05368888697
997	0.05366383356
998	0.05364394826
999	0.05361918327
1000	0.05359572282
1001	0.05357112657
1002	0.05354464072
1003	0.05351979785
1004	0.05348939305
1005	0.05346388992
1006	0.05344534055
1007	0.05342526713
1008	0.05340076558
1009	0.05338374059
1010	0.05336492999
1011	0.05334383982
1012	0.05332249247
1013	0.05330072228
1014	0.05328018534
1015	0.05326044408
1016	0.05323863687
1017	0.05321907242
1018	0.05320051407
1019	0.05317850871
1020	0.05316103792
1021	0.05313241047
1022	0.05310851907
1023	0.05308836016
1024	0.05306527583
1025	0.05304126516
1026	0.05302501458
1027	0.05300246967
1028	0.05297981731
1029	0.05295965216
1030	0.0529415844
1031	0.05291411205
1032	0.05289240232
1033	0.05287220754
1034	0.05284196893
1035	0.05282063946
1036	0.05279058608
1037	0.05277099956
1038	0.05275191681
1039	0.05273191651
1040	0.05270950091
1041	0.05269499775
1042	0.05267722313
1043	0.05266096026
1044	0.05263662379
1045	0.0526104302
1046	0.05259810343
1047	0.05258375394
1048	0.05255833592
1049	0.0525273083
1050	0.05251016262
1051	0.05248918542
1052	0.05247486734
1053	0.05245733373
1054	0.05243346837
1055	0.05241602965
1056	0.05238964457
1057	0.05236269638
1058	0.05234552934
1059	0.05231785496
1060	0.05229992055
1061	0.05227791838
1062	0.0522544425
1063	0.05222485682
1064	0.05220614503
1065	0.0521858253
1066	0.05216466544
1067	0.05214556491
1068	0.05212987556
1069	0.05211491324
1070	0.05209988536
1071	0.0520803168
1072	0.0520636206
1073	0.05204500217
1074	0.05202697355
1075	0.05201255554
1076	0.05199335106
1077	0.05197154596
1078	0.0519549166
1079	0.05193695962
1080	0.05191006159
1081	0.05189343416
1082	0.05187115221
1083	0.05185000597
1084	0.05183548219
1085	0.05181641976
1086	0.05180038434
1087	0.0517799369
1088	0.05176801292
1089	0.05174923928
1090	0.05173667435
1091	0.05172016463
1092	0.05170276943
1093	0.05168843076
1094	0.05167324188
1095	0.05165820048
1096	0.05163624322
1097	0.05160705583
1098	0.05159472927
1099	0.05158236401
1100	0.05156517446
1101	0.05154611968
1102	0.05152131903
1103	0.05150527085
1104	0.05148652484
1105	0.0514695152
1106	0.05145175428
1107	0.05143947235
1108	0.05142352623
1109	0.05141089297
1110	0.0513964351
1111	0.05138250723
1112	0.05136324861
1113	0.05134404091
1114	0.05131955123
1115	0.05129968873
1116	0.05128039419
1117	0.05125935615
1118	0.05124380255
1119	0.05123105499
1120	0.05121477932
1121	0.05119043486
1122	0.05117316248
1123	0.05115820763
1124	0.05114079125
1125	0.05112220384
1126	0.05111100503
1127	0.05108920302
1128	0.05107382976
1129	0.05105791343
1130	0.0510413211
1131	0.0510235362
1132	0.05100841342
1133	0.05099226144
1134	0.05097503437
1135	0.05096347519
1136	0.05094804947
1137	0.05093138157
1138	0.05091608576
1139	0.05089076376
1140	0.05087315875
1141	0.05085695026
1142	0.05083124083
1143	0.05081033012
1144	0.05079236575
1145	0.05077710869
1146	0.05075417396
1147	0.05073650778
1148	0.0507193555
1149	0.05070503875
1150	0.05069147334
1151	0.05067449272
1152	0.05065845487
1153	0.05064596863
1154	0.05062445472
1155	0.05061044989
1156	0.05059546722
1157	0.050575999
1158	0.05056639704
1159	0.05055044785
1160	0.05053243854
1161	0.05051767242
1162	0.05050394158
1163	0.05049230165
1164	0.05048007139
1165	0.05046505748
1166	0.05045260659
1167	0.05044002737
1168	0.05042543441
1169	0.05040856305
1170	0.05039717507
1171	0.05038131449
1172	0.05035465809
1173	0.0503414049
1174	0.05032775622
1175	0.05031716093
1176	0.05030808288
1177	0.05029571289
1178	0.05027549621
1179	0.05026195757
1180	0.05024542096
1181	0.05023125403
1182	0.05021141591
1183	0.05019746521
1184	0.05018274349
1185	0.05016907427
1186	0.05015294665
1187	0.05013741652
1188	0.05012267187
1189	0.05010493071
1190	0.05009176104
1191	0.05007475572
1192	0.05005489075
1193	0.05004281993
1194	0.05002981705
1195	0.05002068428
1196	0.05000728737
1197	0.04998601581
1198	0.04996568548
1199	0.0499547023
1200	0.04994182822
1201	0.04993353037
1202	0.04991977717
1203	0.049902442
1204	0.04988806368
1205	0.04987142004
1206	0.04985775328
1207	0.04984753719
1208	0.04982781003
1209	0.04981291034
1210	0.04980279971
1211	0.04978383884
1212	0.0497688461
1213	0.04974605383
1214	0.04973420334
1215	0.0497163527
1216	0.04970601019
1217	0.04969325356
1218	0.04967548868
1219	0.04964800708
1220	0.04962825099
1221	0.04961077527
1222	0.04959551621
1223	0.04958342061
1224	0.04957097805
1225	0.04955641829
1226	0.04954097705
1227	0.049526815
1228	0.04951262522
1229	0.04949279852
1230	0.04947408827
1231	0.04946095976
1232	0.04944706044
1233	0.0494371592
1234	0.04941981145
1235	0.04940648746
1236	0.04939330915
1237	0.04937063779
1238	0.04935965674
1239	0.04934339834
1240	0.04932883656
1241	0.04931568138
1242	0.0493051724
1243	0.04929271605
1244	0.04928092063
1245	0.04926854187
1246	0.04925454115
1247	0.04924250684
1248	0.04923134646
1249	0.04921988703
1250	0.04920610884
1251	0.04919117523
1252	0.0491674187
1253	0.04915731972
1254	0.04914423114
1255	0.04913629798
1256	0.04912929686
1257	0.04911704295
1258	0.0491087345
1259	0.04908401172
1260	0.04907216338
1261	0.04906160224
1262	0.04904731896
1263	0.04902740017
1264	0.04901406837
1265	0.04899646853
1266	0.04898082115
1267	0.04897232946
1268	0.04895014274
1269	0.04894004209
1270	0.0489289608
1271	0.04891887518
1272	0.04890903787
1273	0.04889531532
1274	0.04888165796
1275	0.04886735418
1276	0.04885012067
1277	0.04883053064
1278	0.04881721196
1279	0.04880622347
1280	0.04879448295
1281	0.0487776366
1282	0.04876774401
1283	0.04875761451
1284	0.04874783075
1285	0.04873939695
1286	0.04872292634
1287	0.04870759895
1288	0.04870048246
1289	0.04868846881
1290	0.04867721263
1291	0.04866224069
1292	0.04864500135
1293	0.04863262534
1294	0.04861693444
1295	0.04860060515
1296	0.04858165564
1297	0.04857028727
1298	0.0485542879
1299	0.04854168593
1300	0.0485243536
1301	0.04851202536
1302	0.0484948246
1303	0.04848381988
1304	0.04847218765
1305	0.04846221619
1306	0.04844681077
1307	0.04843037174
1308	0.04841861837
1309	0.04839968904
1310	0.04838957292
1311	0.04838003946
1312	0.04837142449
1313	0.04836183902
1314	0.04835127432
1315	0.04834128136
1316	0.04833051873
1317	0.04831905272
1318	0.04830795441
1319	0.04829463061
1320	0.04827650202
1321	0.04826696605
1322	0.04825802192
1323	0.04824301064
1324	0.04822986226
1325	0.04821863465
1326	0.04820938958
1327	0.04819292189
1328	0.04818081861
1329	0.04817039971
1330	0.04815678168
1331	0.04814791242
1332	0.04813120704
1333	0.04811773683
1334	0.04810797789
1335	0.04809868707
1336	0.04809029554
1337	0.04807897214
1338	0.04807025208
1339	0.04805283905
1340	0.04804070073
1341	0.04803146552
1342	0.04801863076
1343	0.04800463683
1344	0.04799344329
1345	0.04798555328
1346	0.04797728792
1347	0.04796453821
1348	0.04795262001
1349	0.04794577246
1350	0.04793303136
1351	0.04792468829
1352	0.04791422881
1353	0.04790585212
1354	0.04789604274
1355	0.04788338934
1356	0.04787480655
1357	0.04786287766
1358	0.04785404292
1359	0.04783924649
1360	0.04782958807
1361	0.04782450222
1362	0.04781197545
1363	0.04780024064
1364	0.04778449146
1365	0.04777646882
1366	0.04776673574
1367	0.04775463965
1368	0.04774459201
1369	0.04773875059
1370	0.04773226999
1371	0.04771673984
1372	0.04770765376
1373	0.04769810747
1374	0.04768154747
1375	0.04767370474
1376	0.04766442043
1377	0.0476599021
1378	0.04765416472
1379	0.047646552
1380	0.04763707072
1381	0.04762642818
1382	0.04761195612
1383	0.04760414504
1384	0.04759220665
1385	0.04758177912
1386	0.04757288288
1387	0.04755897779
1388	0.04755097157
1389	0.04754091858
1390	0.04752153722
1391	0.04751607333
1392	0.04750112185
1393	0.04748721778
1394	0.04747211191
1395	0.04746136023
1396	0.04744846501
1397	0.04743540755
1398	0.04742357436
1399	0.04741089754
1400	0.04739965576
1401	0.04738994661
1402	0.04738286301
1403	0.04737508226
1404	0.04735584312
1405	0.04734033564
1406	0.04733467203
1407	0.04732771625
1408	0.04731658975
1409	0.04730421129
1410	0.0472943804
1411	0.04728275214
1412	0.04727299503
1413	0.04725368406
1414	0.04724219689
1415	0.04722346354
1416	0.047212304
1417	0.04719947894
1418	0.04719409469
1419	0.04718939778
1420	0.04717644703
1421	0.04716896021
1422	0.04716101992
1423	0.04715062702
1424	0.04714116571
1425	0.04713276087
1426	0.04711701333
1427	0.04710623469
1428	0.0471004908
1429	0.04708984553
1430	0.04708296279
1431	0.04707309283
1432	0.04706255802
1433	0.04704523918
1434	0.04702859968
1435	0.04701573419
1436	0.04700780158
1437	0.04699652883
1438	0.0469901969
1439	0.04698437302
1440	0.04697373648
1441	0.04696015826
1442	0.04695181486
1443	0.04694421487
1444	0.04693178145
1445	0.04691797662
1446	0.04691119187
1447	0.04689644157
1448	0.04688432284
1449	0.04687712151
1450	0.04687018704
1451	0.04685674896
1452	0.04684457202
1453	0.04683138687
1454	0.04682124494
1455	0.04680441045
1456	0.04679402179
1457	0.04678474448
1458	0.0467776227
1459	0.04677038274
1460	0.04676003346
1461	0.04675112799
1462	0.046733142
1463	0.04672625896
1464	0.04671640745
1465	0.04670167739
1466	0.0466906243
1467	0.04668230223
1468	0.04667286382
1469	0.04666826502
1470	0.04665334505
1471	0.04664713696
1472	0.04663459424
1473	0.04662659415
1474	0.04662065984
1475	0.04661040147
1476	0.04659537497
1477	0.04658449468
1478	0.04657206454
1479	0.04656294648
1480	0.04655033731
1481	0.04654110468
1482	0.04652910987
1483	0.04652024614
1484	0.0465102837
1485	0.04649610563
1486	0.0464850108
1487	0.04647610329
1488	0.04646969118
1489	0.04646138781
1490	0.04645154867
1491	0.04644193149
1492	0.04642994525
1493	0.04642237316
1494	0.04640889903
1495	0.04640284592
1496	0.04639215151
1497	0.04638271087
1498	0.04636232664
1499	0.04635112452
1500	0.04633994658
1501	0.04632940438
1502	0.04632265426
1503	0.0463147926
