iter	RMSE
1504	0.04630391723
1505	0.04629123262
1506	0.04628218951
1507	0.04627435611
1508	0.04625465726
1509	0.04624285857
1510	0.0462360242
1511	0.04622359315
1512	0.04621592289
1513	0.04620778947
1514	0.0461995118
1515	0.04619122207
1516	0.04617897945
1517	0.04616723562
1518	0.04615839645
1519	0.04614791458
1520	0.0461427452
1521	0.04613469124
1522	0.04612213355
1523	0.04611244212
1524	0.04610218814
1525	0.04609348091
1526	0.04608000174
1527	0.04607171681
1528	0.04606104549
1529	0.04604957352
1530	0.0460454571
1531	0.04603293087
1532	0.04602410757
1533	0.04601016644
1534	0.04600384859
1535	0.04599523487
1536	0.04598677035
1537	0.04597142491
1538	0.04596542211
1539	0.04595677639
1540	0.04595077347
1541	0.04594395668
1542	0.0459378064
1543	0.045929947
1544	0.04591336147
1545	0.04589861454
1546	0.04588254144
1547	0.04587614683
1548	0.04586943452
1549	0.04586077203
1550	0.04584885617
1551	0.04583926729
1552	0.04583233816
1553	0.04581376271
1554	0.04580196183
1555	0.04578838113
1556	0.04577884786
1557	0.04577013265
1558	0.04576538356
1559	0.04575682896
1560	0.04574728647
1561	0.04573687603
1562	0.04572805594
1563	0.04572297402
1564	0.04570990998
1565	0.04570203296
1566	0.04568367737
1567	0.04566073946
1568	0.04564655941
1569	0.04562983923
1570	0.04561553049
1571	0.04560414533
1572	0.04559565115
1573	0.04559106044
1574	0.04558157874
1575	0.04557175863
1576	0.04556258853
1577	0.04555614096
1578	0.04555074898
1579	0.04554576074
1580	0.04553864921
1581	0.0455325034
1582	0.04552316713
1583	0.04551348409
1584	0.04550296674
1585	0.04549547066
1586	0.04549124359
1587	0.04548351801
1588	0.04547566986
1589	0.04546976962
1590	0.04546157278
1591	0.04545319096
1592	0.04544211335
1593	0.04543125236
1594	0.04542195836
1595	0.04541458014
1596	0.04540892086
1597	0.0454038238
1598	0.04539659514
1599	0.04538724549
1600	0.04537960101
1601	0.04537561599
1602	0.04536700169
1603	0.0453602601
1604	0.04535554747
1605	0.04535082991
1606	0.04534065191
1607	0.04532661963
1608	0.04531964961
1609	0.04530521963
1610	0.0452944841
1611	0.04528314817
1612	0.04527384438
1613	0.04526293472
1614	0.04525572271
1615	0.0452410077
1616	0.04523676794
1617	0.04522419626
1618	0.04521245055
1619	0.0452024061
1620	0.04518669998
1621	0.04517713857
1622	0.0451644236
1623	0.04516061566
1624	0.04515473723
1625	0.04514702239
1626	0.04513953624
1627	0.04512734595
1628	0.04511147882
1629	0.04510154438
1630	0.04508961512
1631	0.04508192197
1632	0.04506957669
1633	0.04505945449
1634	0.04505147136
1635	0.04503645502
1636	0.04502692631
1637	0.04501359776
1638	0.04500614947
1639	0.04499425587
1640	0.04498620694
1641	0.04497973952
1642	0.04497408114
1643	0.04496049213
1644	0.04495170786
1645	0.04494383904
1646	0.04493172359
1647	0.04492554845
1648	0.04491864362
1649	0.04491107445
1650	0.04489741983
1651	0.04488552491
1652	0.04487430053
1653	0.04485845038
1654	0.04485049345
1655	0.04484533888
1656	0.04483712072
1657	0.04482727577
1658	0.04482059609
1659	0.04481303526
1660	0.0448057698
1661	0.04479987196
1662	0.04478477827
1663	0.044771728
1664	0.04475963305
1665	0.04474635247
1666	0.04473286551
1667	0.04471962754
1668	0.04471086585
1669	0.04470457152
1670	0.04469563357
1671	0.04468656705
1672	0.04468341325
1673	0.04467532404
1674	0.04466923027
1675	0.04466132026
1676	0.04465332665
1677	0.04464462472
1678	0.04463244935
1679	0.04461876868
1680	0.04460653972
1681	0.04459916943
1682	0.04458557553
1683	0.04457340795
1684	0.0445702765
1685	0.04456292178
1686	0.04455655109
1687	0.04454269274
1688	0.04453454876
1689	0.04452897044
1690	0.04451634234
1691	0.04450632026
1692	0.04449213616
1693	0.04448330193
1694	0.04447681249
1695	0.0444678298
1696	0.04446068226
1697	0.0444529711
1698	0.04444915531
1699	0.0444403856
1700	0.04443380528
1701	0.04442771052
1702	0.04441986368
1703	0.04440439689
1704	0.04440072726
1705	0.04439410033
1706	0.0443834473
1707	0.04437584314
1708	0.04436436163
1709	0.04436094588
1710	0.04435020964
1711	0.04434457222
1712	0.04433778648
1713	0.04433028546
1714	0.04431802136
1715	0.0443093427
1716	0.04430294555
1717	0.04429594832
1718	0.04428954013
1719	0.04427707784
1720	0.04426906105
1721	0.0442568159
1722	0.04424965505
1723	0.0442415116
1724	0.04423225224
1725	0.04422254925
1726	0.04420725174
